Date,CompanyID,Daily_Return,Trading_Volume,Value_at_Risk,Volatility,Liquidity_Ratio,Environmental_Score,Social_Score,Governance_Score,ESG_Combined_Score,Risk_Category,Compliance_Status,Market_Sentiment
2023-04-06,13,0.0094,990279,2.876,14.82,114.06,87.75,73.95,75.84,79.18,Medium,Compliant,Neutral
2023-04-06,14,0.0088,1142804,2.466,15.42,126.68,77.38,78.55,85.06,80.33,Medium,Under Review,Bullish
2023-04-06,15,0.0092,1105310,2.811,14.51,126.29,82.89,68.97,85.63,79.16,Low,Compliant,Bullish
2023-04-07,1,0.0092,1025429,2.803,14.73,122.5,75.63,67.51,70.65,71.26,Medium,Compliant,Neutral
2023-04-07,2,0.0105,970977,2.964,16.41,132.58,87.17,83.79,71.97,80.98,Low,Compliant,Neutral
2023-04-07,3,0.0102,1103505,2.842,16.5,135.42,81.62,73.78,81.73,79.04,Medium,Compliant,Bullish
2023-04-07,4,0.0109,965179,2.89,16.46,123.56,77.23,85.76,83.41,82.13,High,Compliant,Neutral
2023-04-07,5,0.0113,979389,2.951,16.07,123.34,92.67,72.24,80.59,81.83,Medium,Under Review,Neutral
2023-04-07,6,0.0105,984184,2.828,17.35,124.51,88.22,80.91,69.26,79.46,Low,Compliant,Neutral
2023-04-07,7,0.011,1056501,2.619,15.94,130.03,93.54,85.25,71.23,83.34,Low,Compliant,Bullish
2023-04-07,8,0.0122,1104768,2.939,15.76,128.68,84.44,72.98,86.41,81.28,Low,Compliant,Bullish
2023-04-07,9,0.0114,1006150,2.874,15.12,117.61,87.52,71.16,69.51,76.06,Medium,Compliant,Neutral
2023-04-07,10,0.0127,958313,2.699,14.65,113.67,79.41,67.45,71.66,72.84,Medium,Compliant,Neutral
2023-04-07,11,0.0133,1037885,2.858,16.09,135.74,86.3,81.59,78.2,82.03,Low,Compliant,Neutral
2023-04-07,12,0.0128,1097348,2.946,15.35,118.61,85.58,69.81,75.17,76.85,High,Compliant,Bullish
2023-04-07,13,0.0134,987433,3.008,16.03,128.04,87.83,73.99,75.81,79.21,Low,Compliant,Neutral
2023-04-07,14,0.0138,987230,2.997,15.02,132.79,77.45,78.59,85.03,80.36,Medium,Compliant,Neutral
2023-04-07,15,0.0142,1139541,2.654,17.04,119.64,82.96,69.0,85.6,79.19,Medium,Compliant,Bullish
2023-04-10,1,0.0133,1141176,2.709,17.56,128.01,75.7,67.54,70.62,71.29,Medium,Compliant,Bullish
2023-04-10,2,0.0126,1148962,2.539,15.4,114.88,87.25,83.83,71.94,81.01,Very High,Under Review,Bullish
2023-04-10,3,0.0138,1110888,2.617,17.07,136.39,81.69,73.81,81.7,79.07,Low,Compliant,Bullish
2023-04-10,4,0.0148,981393,2.969,17.18,113.67,77.3,85.8,83.38,82.16,Low,Compliant,Neutral
2023-04-10,5,0.0144,986535,2.683,17.58,123.17,92.75,72.28,80.56,81.86,High,Compliant,Neutral
2023-04-10,6,0.0156,1013551,2.829,15.49,125.65,88.29,80.95,69.23,79.49,Low,Compliant,Neutral
2023-04-10,7,0.0146,1009090,2.856,16.82,131.99,93.61,85.29,71.2,83.37,Very High,Compliant,Neutral
2023-04-10,8,0.0157,1142979,2.922,15.14,115.31,84.52,73.02,86.39,81.31,Low,Compliant,Bullish
2023-04-10,9,0.0146,1108083,2.592,16.41,123.31,87.6,71.2,69.48,76.09,Low,Compliant,Bullish
2023-04-10,10,0.0166,1094630,2.662,16.67,119.8,79.48,67.49,71.63,72.87,Medium,Compliant,Bullish
2023-04-10,11,0.0161,982049,2.743,16.79,120.13,86.37,81.63,78.17,82.06,Low,Compliant,Neutral
2023-04-10,12,0.0153,1133873,2.698,15.09,131.8,85.65,69.85,75.14,76.88,Low,Under Review,Bullish
2023-04-10,13,0.0158,1116940,3.043,17.15,112.51,87.91,74.03,75.78,79.24,Very High,Compliant,Bullish
2023-04-10,14,0.0175,977850,2.963,15.78,131.09,77.53,78.63,85.0,80.39,Low,Compliant,Neutral
2023-04-10,15,0.0168,1126385,2.767,15.13,132.64,83.04,69.04,85.57,79.22,Medium,Under Review,Bullish
2023-04-11,1,0.0161,1000948,2.991,16.18,134.94,75.77,67.58,70.59,71.31,Low,Compliant,Neutral
2023-04-11,2,0.0189,960964,2.697,17.22,128.1,87.32,83.87,71.91,81.03,Low,Compliant,Neutral
2023-04-11,3,0.0182,1081963,2.943,17.56,120.78,81.76,73.85,81.67,79.09,Low,Compliant,Bullish
2023-04-11,4,0.0193,1081506,2.631,16.86,123.14,77.37,85.83,83.35,82.18,Low,Compliant,Bullish
2023-04-11,5,0.0176,964386,2.939,14.48,136.72,92.82,72.31,80.53,81.89,Low,Compliant,Neutral
2023-04-11,6,0.0179,1011547,2.764,14.9,134.53,88.37,80.99,69.2,79.52,Very High,Compliant,Neutral
2023-04-11,7,0.0197,1153209,2.571,14.72,124.1,93.69,85.33,71.17,83.4,Medium,Compliant,Bullish
2023-04-11,8,0.0185,1087381,2.665,14.8,136.11,84.59,73.06,86.36,81.34,High,Compliant,Bullish
2023-04-11,9,0.0193,1098405,2.739,15.71,133.13,87.67,71.24,69.46,76.12,Low,Compliant,Bullish
2023-04-11,10,0.0178,989954,2.934,15.57,135.1,79.56,67.53,71.6,72.9,Low,Compliant,Neutral
2023-04-11,11,0.0187,961935,2.557,14.85,129.66,86.44,81.67,78.14,82.08,Medium,Compliant,Neutral
2023-04-11,12,0.0176,1003721,2.887,17.33,134.05,85.73,69.88,75.11,76.91,High,Compliant,Neutral
2023-04-11,13,0.018,997999,2.92,16.48,134.93,87.98,74.06,75.75,79.26,Low,Compliant,Neutral
2023-04-11,14,0.0174,995144,2.886,17.07,114.93,77.6,78.66,84.97,80.41,Low,Compliant,Neutral
2023-04-11,15,0.0176,986521,2.948,15.7,136.8,83.11,69.08,85.55,79.25,Low,Compliant,Neutral
2023-04-12,1,0.0214,1067000,2.623,15.83,121.01,75.84,67.62,70.56,71.34,Low,Compliant,Bullish
2023-04-12,2,0.0187,1015304,2.853,15.53,123.69,87.39,83.9,71.88,81.06,High,Compliant,Neutral
2023-04-12,3,0.0205,1119000,3.053,15.93,132.52,81.83,73.89,81.64,79.12,Low,Compliant,Bullish
2023-04-12,4,0.0213,985310,2.869,16.49,129.36,77.45,85.87,83.32,82.21,Low,Compliant,Neutral
2023-04-12,5,0.0202,1044523,2.87,16.11,135.09,92.89,72.35,80.5,81.91,Medium,Compliant,Neutral
2023-04-12,6,0.0187,949797,2.942,17.23,122.77,88.44,81.02,69.18,79.55,Low,Compliant,Neutral
2023-04-12,7,0.0211,1048452,2.717,17.44,122.1,93.76,85.37,71.14,83.42,High,Compliant,Neutral
2023-04-12,8,0.0207,958984,2.924,16.05,113.56,84.66,73.1,86.33,81.36,High,Compliant,Neutral
2023-04-12,9,0.0213,1153224,3.047,15.31,124.38,87.74,71.28,69.43,76.15,Low,Compliant,Bullish
2023-04-12,10,0.0216,1114008,2.538,17.59,130.95,79.63,67.57,71.57,72.92,Medium,Compliant,Bullish
2023-04-12,11,0.0225,1050909,3.023,16.92,120.36,86.51,81.71,78.11,82.11,Medium,Compliant,Bullish
2023-04-12,12,0.0209,966084,2.657,16.62,124.43,85.8,69.92,75.08,76.93,Low,Compliant,Neutral
2023-04-12,13,0.02,1072808,2.792,16.96,118.35,88.05,74.1,75.72,79.29,Medium,Compliant,Bullish
2023-04-12,14,0.0213,1108026,3.016,14.8,132.24,77.67,78.7,84.94,80.44,Medium,Compliant,Bullish
2023-04-12,15,0.0189,988498,3.001,14.77,114.39,83.18,69.12,85.52,79.27,Medium,Compliant,Neutral
2023-04-13,1,0.0224,1068222,3.04,15.05,130.59,75.91,67.66,70.53,71.37,High,Compliant,Bullish
2023-04-13,2,0.0192,1120254,3.068,15.04,122.41,87.46,83.94,71.85,81.08,Low,Compliant,Bullish
2023-04-13,3,0.0201,1110744,2.791,15.93,113.97,81.9,73.93,81.61,79.15,Medium,Compliant,Bullish
2023-04-13,4,0.0222,1118251,2.91,15.08,134.36,77.51,85.91,83.29,82.24,High,Compliant,Bullish
2023-04-13,5,0.0213,1134531,2.761,17.34,125.19,92.96,72.39,80.47,81.94,Low,Compliant,Bullish
2023-04-13,6,0.0204,1147025,2.739,16.45,128.01,88.51,81.06,69.15,79.57,Very High,Compliant,Bullish
2023-04-13,7,0.0208,1034939,2.785,15.77,131.36,93.83,85.41,71.11,83.45,Low,Compliant,Neutral
2023-04-13,8,0.0223,1069553,2.962,14.8,129.45,84.73,73.14,86.3,81.39,High,Compliant,Bullish
2023-04-13,9,0.0202,1116555,2.826,16.5,131.37,87.81,71.31,69.4,76.17,High,Compliant,Bullish
2023-04-13,10,0.0224,1096996,3.003,14.96,132.18,79.7,67.61,71.55,72.95,Medium,Compliant,Bullish
2023-04-13,11,0.0191,1160165,2.965,17.0,127.84,86.58,81.75,78.08,82.14,Low,Compliant,Bullish
2023-04-13,12,0.0219,953041,2.556,17.19,122.25,85.87,69.96,75.06,76.96,Low,Compliant,Neutral
2023-04-13,13,0.0222,1025304,2.901,16.36,119.18,88.12,74.14,75.7,79.32,Low,Compliant,Neutral
2023-04-13,14,0.0194,1009818,2.792,15.08,135.78,77.74,78.74,84.91,80.46,Medium,Under Review,Neutral
2023-04-13,15,0.0204,1006029,2.804,17.15,137.48,83.25,69.15,85.49,79.3,Low,Compliant,Neutral
2023-04-14,1,0.0192,997785,3.009,15.6,122.11,75.98,67.7,70.51,71.4,Medium,Compliant,Neutral
2023-04-14,2,0.0214,1100772,2.856,15.32,115.96,87.53,83.98,71.82,81.11,Low,Compliant,Bullish
2023-04-14,3,0.0206,968991,3.048,16.13,118.74,81.97,73.97,81.58,79.17,Low,Compliant,Neutral
2023-04-14,4,0.0209,1107995,2.95,17.6,130.03,77.58,85.95,83.26,82.26,Low,Compliant,Bullish
2023-04-14,5,0.0191,1097988,2.86,15.57,117.53,93.03,72.43,80.44,81.97,Medium,Compliant,Bullish
2023-04-14,6,0.0191,1004571,2.974,17.55,132.82,88.57,81.1,69.12,79.6,High,Compliant,Neutral
2023-04-14,7,0.0183,1005163,2.569,14.79,136.43,93.89,85.45,71.09,83.48,Low,Compliant,Neutral
2023-04-14,8,0.0193,1084863,2.563,14.88,137.47,84.8,73.18,86.27,81.42,Low,Compliant,Bullish
2023-04-14,9,0.0202,1113241,2.595,16.88,113.47,87.88,71.35,69.37,76.2,Very High,Compliant,Bullish
2023-04-14,10,0.0213,1137609,2.796,15.24,137.37,79.76,67.65,71.52,72.98,Low,Compliant,Bullish
2023-04-14,11,0.0204,1132640,2.681,15.65,131.9,86.65,81.79,78.05,82.16,High,Compliant,Bullish
2023-04-14,12,0.0194,1156687,3.106,15.06,115.4,85.93,70.0,75.03,76.99,Medium,Compliant,Bullish
2023-04-14,13,0.0213,1075690,2.855,15.7,123.75,88.19,74.18,75.67,79.35,Low,Under Review,Bullish
2023-04-14,14,0.0202,1145155,2.923,15.54,130.94,77.81,78.78,84.88,80.49,Medium,Compliant,Bullish
2023-04-14,15,0.0209,1124134,2.706,17.02,137.42,83.32,69.19,85.46,79.32,Very High,Compliant,Bullish
2023-04-17,1,0.0192,1142563,2.731,16.91,117.47,76.05,67.74,70.48,71.42,High,Compliant,Bullish
2023-04-17,2,0.0181,955693,2.738,17.73,116.57,87.6,84.02,71.8,81.14,Medium,Compliant,Neutral
2023-04-17,3,0.0172,1158024,2.944,16.99,125.27,82.04,74.01,81.55,79.2,Medium,Compliant,Bullish
2023-04-17,4,0.0195,1053878,2.817,16.89,137.78,77.65,85.99,83.23,82.29,Low,Compliant,Bullish
2023-04-17,5,0.0171,1122852,2.841,16.89,137.88,93.1,72.47,80.42,82.0,Low,Compliant,Bullish
2023-04-17,6,0.0177,980809,2.883,17.51,119.16,88.64,81.14,69.09,79.62,Low,Compliant,Neutral
2023-04-17,7,0.0184,1037939,2.983,15.6,121.48,93.96,85.49,71.06,83.5,Very High,Compliant,Neutral
2023-04-17,8,0.0183,1011712,2.599,15.61,136.33,84.87,73.22,86.24,81.44,Low,Compliant,Neutral
2023-04-17,9,0.0183,1016159,2.988,17.05,131.98,87.94,71.4,69.34,76.23,Low,Compliant,Neutral
2023-04-17,10,0.0166,980604,2.867,15.38,137.99,79.83,67.69,71.49,73.0,Medium,Compliant,Neutral
2023-04-17,11,0.0171,1125547,2.926,17.61,136.01,86.72,81.83,78.02,82.19,Medium,Under Review,Bullish
2023-04-17,12,0.0178,956730,2.733,16.38,118.93,86.0,70.04,75.0,77.01,Low,Compliant,Neutral
2023-04-17,13,0.0188,1021238,2.779,15.62,132.68,88.25,74.22,75.64,79.37,Low,Compliant,Neutral
2023-04-17,14,0.0178,992093,2.678,17.17,114.75,77.87,78.82,84.85,80.51,Medium,Compliant,Neutral
2023-04-17,15,0.0183,1080268,3.101,15.66,134.18,83.38,69.24,85.43,79.35,High,Compliant,Bullish
2023-04-18,1,0.0175,1009364,2.828,17.78,128.74,76.11,67.78,70.45,71.45,Medium,Compliant,Neutral
2023-04-18,2,0.0168,1010534,3.11,17.85,137.7,87.66,84.07,71.77,81.17,Low,Compliant,Neutral
2023-04-18,3,0.0153,1059403,2.823,16.82,137.82,82.1,74.05,81.52,79.22,Medium,Compliant,Bullish
2023-04-18,4,0.0166,1094484,2.67,15.02,114.88,77.71,86.03,83.2,82.31,Medium,Compliant,Bullish
2023-04-18,5,0.0163,981770,2.832,15.51,117.67,93.16,72.51,80.39,82.02,Low,Compliant,Neutral
2023-04-18,6,0.016,993446,2.567,16.33,125.86,88.7,81.19,69.06,79.65,Low,Compliant,Neutral
2023-04-18,7,0.0154,1008835,3.056,17.43,135.85,94.02,85.53,71.03,83.53,High,Compliant,Neutral
2023-04-18,8,0.0153,1163428,3.007,15.26,134.23,84.93,73.26,86.21,81.47,Medium,Compliant,Bullish
2023-04-18,9,0.0146,1041042,2.955,14.99,138.03,88.01,71.44,69.31,76.25,Low,Compliant,Neutral
2023-04-18,10,0.0149,1084123,2.889,14.9,129.3,79.89,67.73,71.46,73.03,Low,Compliant,Bullish
2023-04-18,11,0.0137,1008287,2.871,16.31,120.18,86.78,81.87,77.99,82.21,High,Compliant,Neutral
2023-04-18,12,0.0153,1061389,3.107,17.54,114.35,86.06,70.08,74.97,77.04,Medium,Compliant,Bullish
2023-04-18,13,0.0133,972997,2.7,14.8,119.36,88.32,74.26,75.61,79.4,Very High,Compliant,Neutral
2023-04-18,14,0.0128,964776,2.983,15.35,130.81,77.94,78.86,84.82,80.54,Medium,Compliant,Neutral
2023-04-18,15,0.0136,1057278,2.871,16.92,137.17,83.45,69.28,85.4,79.38,Low,Compliant,Bullish
2023-04-19,1,0.014,1042535,3.093,17.35,121.89,76.17,67.82,70.42,71.47,High,Compliant,Neutral
2023-04-19,2,0.0132,986981,3.009,17.29,135.93,87.72,84.11,71.74,81.19,Low,Compliant,Neutral
2023-04-19,3,0.0126,1104382,3.105,17.22,123.79,82.16,74.09,81.49,79.25,Low,Compliant,Bullish
2023-04-19,4,0.0131,1169565,2.873,15.09,121.61,77.77,86.08,83.17,82.34,Low,Under Review,Bullish
2023-04-19,5,0.0123,1042563,2.656,15.96,126.7,93.22,72.56,80.36,82.05,Low,Compliant,Neutral
2023-04-19,6,0.0136,1091487,2.824,17.87,125.03,88.76,81.23,69.03,79.67,High,Compliant,Bullish
2023-04-19,7,0.0133,1163753,2.941,17.89,136.98,94.09,85.57,71.0,83.55,Medium,Under Review,Bullish
2023-04-19,8,0.0121,1135935,2.976,16.63,125.72,84.99,73.3,86.18,81.49,Low,Compliant,Bullish
2023-04-19,9,0.0114,1057703,2.539,16.98,120.91,88.07,71.48,69.28,76.28,Medium,Compliant,Bullish
2023-04-19,10,0.0122,1116256,2.824,17.77,135.23,79.95,67.77,71.43,73.05,Medium,Compliant,Bullish
2023-04-19,11,0.0104,986544,2.671,16.14,139.2,86.84,81.91,77.96,82.24,High,Compliant,Neutral
2023-04-19,12,0.0112,1068563,3.031,15.12,130.34,86.13,70.13,74.94,77.07,High,Compliant,Bullish
2023-04-19,13,0.0106,1019042,2.624,16.85,120.29,88.38,74.31,75.58,79.42,Low,Compliant,Neutral
2023-04-19,14,0.0117,994062,2.913,17.8,120.01,78.0,78.91,84.79,80.57,High,Compliant,Neutral
2023-04-19,15,0.0096,1050771,2.687,16.95,115.43,83.51,69.32,85.37,79.4,Low,Compliant,Bullish
2023-04-20,1,0.0105,987949,2.738,17.29,115.94,76.23,67.87,70.39,71.5,Low,Compliant,Neutral
2023-04-20,2,0.0107,1109294,3.067,16.05,137.18,87.78,84.15,71.71,81.21,Low,Compliant,Bullish
2023-04-20,3,0.01,1057670,2.672,14.99,116.46,82.22,74.14,81.47,79.28,Low,Compliant,Bullish
2023-04-20,4,0.009,1073826,2.589,15.23,126.3,77.83,86.12,83.15,82.37,High,Compliant,Bullish
2023-04-20,5,0.0105,991862,2.575,17.88,131.74,93.28,72.6,80.33,82.07,Medium,Compliant,Neutral
2023-04-20,6,0.0094,990611,2.82,16.29,135.61,88.82,81.27,69.0,79.7,Medium,Compliant,Neutral
2023-04-20,7,0.0094,1085504,2.897,14.72,118.41,94.15,85.61,70.97,83.58,Very High,Compliant,Bullish
2023-04-20,8,0.0085,1171447,2.719,17.8,125.19,85.05,73.34,86.15,81.51,Low,Compliant,Bullish
2023-04-20,9,0.0088,981790,2.923,16.31,120.48,88.13,71.52,69.25,76.3,Low,Compliant,Neutral
2023-04-20,10,0.0085,1022428,2.569,17.41,120.6,80.01,67.82,71.4,73.08,Medium,Compliant,Neutral
2023-04-20,11,0.0077,1147320,3.017,16.47,121.84,86.9,81.95,77.94,82.26,High,Compliant,Bullish
2023-04-20,12,0.0076,977137,2.994,15.02,129.04,86.19,70.17,74.91,77.09,Very High,Compliant,Neutral
2023-04-20,13,0.0087,1149060,3.089,16.7,114.58,88.44,74.35,75.55,79.45,Low,Compliant,Bullish
2023-04-20,14,0.0075,1074080,3.061,17.94,124.54,78.06,78.95,84.77,80.59,High,Compliant,Bullish
2023-04-20,15,0.0073,1049446,2.734,14.8,118.93,83.57,69.36,85.34,79.42,High,Compliant,Neutral
2023-04-21,1,0.0076,1028531,2.758,17.44,138.75,76.29,67.91,70.36,71.52,Low,Compliant,Neutral
2023-04-21,2,0.0079,1026008,2.953,15.46,129.01,87.84,84.2,71.68,81.24,Medium,Compliant,Neutral
2023-04-21,3,0.0067,1028030,2.609,15.98,136.27,82.28,74.18,81.44,79.3,Low,Compliant,Neutral
2023-04-21,4,0.0073,1152071,2.71,15.91,119.21,77.89,86.16,83.12,82.39,Medium,Compliant,Bullish
2023-04-21,5,0.0065,1117802,2.6,17.63,134.83,93.34,72.64,80.3,82.09,High,Compliant,Bullish
2023-04-21,6,0.0062,1106408,2.789,16.34,124.81,88.88,81.32,68.97,79.72,High,Compliant,Bullish
2023-04-21,7,0.0061,1134203,2.844,16.16,118.8,94.2,85.66,70.94,83.6,Medium,Under Review,Bullish
2023-04-21,8,0.007,1018428,2.652,17.37,133.64,85.11,73.39,86.12,81.54,High,Compliant,Neutral
2023-04-21,9,0.006,1095873,2.548,14.86,133.68,88.19,71.57,69.22,76.33,Low,Under Review,Bullish
2023-04-21,10,0.0058,1062217,2.938,14.99,139.64,80.07,67.86,71.37,73.1,Low,Compliant,Bullish
2023-04-21,11,0.0061,1131435,2.545,14.78,134.19,86.96,82.0,77.91,82.29,Low,Compliant,Bullish
2023-04-21,12,0.0065,1030249,3.081,16.96,118.06,86.24,70.21,74.88,77.11,High,Compliant,Neutral
2023-04-21,13,0.0057,1101958,2.658,16.43,122.58,88.5,74.39,75.52,79.47,High,Compliant,Bullish
2023-04-21,14,0.0058,1153357,2.908,17.57,125.88,78.12,78.99,84.74,80.62,Medium,Compliant,Bullish
2023-04-21,15,0.0053,1050652,2.779,16.34,117.63,83.63,69.41,85.31,79.45,Very High,Compliant,Bullish
2023-04-24,1,0.0056,978896,2.568,15.44,134.46,76.35,67.96,70.33,71.55,High,Compliant,Neutral
2023-04-24,2,0.0057,1075406,2.8,17.35,127.83,87.9,84.24,71.65,81.26,Medium,Compliant,Bullish
2023-04-24,3,0.0056,1039108,2.826,15.68,138.47,82.34,74.23,81.41,79.33,Medium,Compliant,Neutral
2023-04-24,4,0.0053,1109243,3.016,17.78,129.46,77.95,86.21,83.09,82.42,High,Compliant,Bullish
2023-04-24,5,0.0052,1169223,2.948,15.54,127.78,93.4,72.69,80.27,82.12,Low,Compliant,Bullish
2023-04-24,6,0.0049,1069561,2.58,15.27,116.31,88.94,81.36,68.95,79.75,Low,Compliant,Bullish
2023-04-24,7,0.0051,1065565,2.654,16.34,118.31,94.26,85.7,70.91,83.62,Low,Compliant,Bullish
2023-04-24,8,0.0048,1106164,2.712,14.89,136.15,85.17,73.43,86.1,81.57,High,Compliant,Bullish
2023-04-24,9,0.0054,988059,2.602,14.85,139.76,88.24,71.61,69.2,76.35,Very High,Compliant,Neutral
2023-04-24,10,0.0056,1020419,2.795,16.36,125.13,80.13,67.9,71.34,73.12,Low,Compliant,Neutral
2023-04-24,11,0.0056,1163459,3.092,15.44,135.2,87.02,82.04,77.88,82.31,Very High,Compliant,Bullish
2023-04-24,12,0.0054,1110167,2.828,14.77,130.57,86.3,70.26,74.85,77.14,Medium,Compliant,Bullish
2023-04-24,13,0.0051,969348,2.957,15.71,139.03,88.55,74.44,75.49,79.49,Medium,Compliant,Neutral
2023-04-24,14,0.0052,1010569,2.924,16.31,120.68,78.17,79.04,84.71,80.64,High,Compliant,Neutral
2023-04-24,15,0.0048,1113468,3.019,16.04,128.51,83.68,69.45,85.29,79.47,Medium,Compliant,Bullish
2023-04-25,1,0.0051,1131170,2.662,15.19,125.06,76.4,68.0,70.31,71.57,Medium,Compliant,Bullish
2023-04-25,2,0.0049,1147567,2.966,16.65,128.47,87.95,84.29,71.63,81.29,Low,Compliant,Bullish
2023-04-25,3,0.005,1030031,3.039,17.08,121.53,82.39,74.27,81.38,79.35,Low,Compliant,Neutral
2023-04-25,4,0.0053,1167531,2.639,16.97,127.38,78.0,86.25,83.06,82.44,Medium,Compliant,Bullish
2023-04-25,5,0.0048,1086426,2.739,16.05,130.64,93.45,72.73,80.25,82.14,Low,Under Review,Bullish
2023-04-25,6,0.0049,1117477,3.092,15.22,116.79,88.99,81.41,68.92,79.77,High,Compliant,Bullish
2023-04-25,7,0.0055,1096190,2.986,16.41,133.68,94.31,85.75,70.89,83.65,Medium,Compliant,Bullish
2023-04-25,8,0.0047,994402,2.705,17.69,132.77,85.22,73.48,86.07,81.59,Medium,Compliant,Neutral
2023-04-25,9,0.0051,1175363,2.865,16.31,137.23,88.3,71.66,69.17,76.38,High,Compliant,Bullish
2023-04-25,10,0.0056,994747,2.775,15.42,125.65,80.18,67.95,71.32,73.15,Very High,Compliant,Neutral
2023-04-25,11,0.0054,1023315,2.825,15.09,116.37,87.07,82.09,77.85,82.34,Low,Compliant,Neutral
2023-04-25,12,0.0054,1143746,2.75,17.88,126.59,86.35,70.3,74.83,77.16,Medium,Compliant,Bullish
2023-04-25,13,0.0051,1101941,2.708,17.23,118.34,88.61,74.48,75.47,79.52,High,Compliant,Bullish
2023-04-25,14,0.0053,1149389,2.933,15.82,131.37,78.23,79.08,84.68,80.66,Low,Compliant,Bullish
2023-04-25,15,0.0059,1080140,2.993,15.76,116.07,83.74,69.5,85.26,79.5,Low,Compliant,Bullish
2023-04-26,1,0.0057,1050429,3.048,17.74,124.43,76.45,68.05,70.28,71.59,Medium,Compliant,Bullish
2023-04-26,2,0.0057,1167967,2.641,15.38,117.01,88.0,84.33,71.6,81.31,Medium,Compliant,Bullish
2023-04-26,3,0.0054,977348,3.021,16.56,115.0,82.44,74.32,81.35,79.37,Low,Compliant,Neutral
2023-04-26,4,0.0054,1154177,2.7,17.16,139.46,78.05,86.3,83.03,82.46,Medium,Compliant,Bullish
2023-04-26,5,0.0066,1019592,2.799,16.12,140.39,93.5,72.78,80.22,82.17,Medium,Compliant,Neutral
2023-04-26,6,0.006,1152949,3.07,14.95,129.15,89.05,81.45,68.89,79.8,Medium,Compliant,Bullish
2023-04-26,7,0.0064,1000163,2.817,15.57,121.08,94.37,85.79,70.86,83.67,High,Compliant,Neutral
2023-04-26,8,0.0059,1095416,2.672,17.79,138.27,85.27,73.52,86.04,81.61,High,Compliant,Bullish
2023-04-26,9,0.0068,1161989,2.652,16.55,138.59,88.35,71.7,69.14,76.4,Medium,Compliant,Bullish
2023-04-26,10,0.0073,1072754,2.832,17.52,136.86,80.23,68.0,71.29,73.17,Medium,Compliant,Bullish
2023-04-26,11,0.0069,1131823,2.998,16.67,128.95,87.12,82.13,77.82,82.36,High,Compliant,Bullish
2023-04-26,12,0.0065,1144539,3.134,17.95,116.96,86.41,70.35,74.8,77.19,Medium,Compliant,Bullish
2023-04-26,13,0.0073,1130008,3.015,17.84,117.33,88.66,74.53,75.44,79.54,High,Compliant,Bullish
2023-04-26,14,0.0077,1170943,3.068,16.44,138.02,78.28,79.13,84.65,80.69,Medium,Compliant,Bullish
2023-04-26,15,0.0073,1067839,2.996,15.9,137.5,83.79,69.54,85.23,79.52,Medium,Compliant,Bullish
2023-04-27,1,0.0082,1008915,3.082,16.84,126.23,76.5,68.09,70.25,71.61,Low,Compliant,Neutral
2023-04-27,2,0.008,982016,2.616,17.09,123.53,88.05,84.38,71.57,81.33,High,Compliant,Neutral
2023-04-27,3,0.0086,1025072,3.105,16.51,131.63,82.49,74.36,81.33,79.39,Medium,Compliant,Neutral
2023-04-27,4,0.0084,1002930,2.802,17.59,135.82,78.1,86.35,83.01,82.49,High,Compliant,Neutral
2023-04-27,5,0.0078,1092689,3.104,15.48,133.91,93.55,72.83,80.19,82.19,Medium,Compliant,Bullish
2023-04-27,6,0.0082,1012268,2.621,15.98,130.96,89.1,81.5,68.86,79.82,Low,Compliant,Neutral
2023-04-27,7,0.0082,980875,2.989,17.15,121.14,94.42,85.84,70.83,83.7,Medium,Compliant,Neutral
2023-04-27,8,0.0097,980393,3.003,15.7,121.95,85.32,73.57,86.01,81.63,Low,Compliant,Neutral
2023-04-27,9,0.0097,1152530,3.155,16.35,133.79,88.4,71.75,69.11,76.42,Low,Compliant,Bullish
2023-04-27,10,0.0097,1100797,3.026,18.09,135.82,80.28,68.04,71.26,73.19,Low,Compliant,Bullish
2023-04-27,11,0.0092,1050508,2.805,16.97,118.25,87.17,82.18,77.8,82.38,Low,Under Review,Bullish
2023-04-27,12,0.0092,1166628,2.908,18.05,120.09,86.46,70.4,74.77,77.21,Low,Compliant,Bullish
2023-04-27,13,0.0106,988568,2.8,17.31,132.75,88.71,74.58,75.41,79.57,High,Compliant,Neutral
2023-04-27,14,0.0103,1185623,2.703,17.32,125.3,78.33,79.18,84.63,80.71,High,Compliant,Bullish
2023-04-27,15,0.01,1107042,2.735,16.88,129.78,83.84,69.59,85.2,79.54,Low,Compliant,Bullish
2023-04-28,1,0.011,1013549,2.722,15.4,131.12,76.55,68.14,70.22,71.64,Medium,Compliant,Neutral
2023-04-28,2,0.01,1120980,2.912,16.66,135.28,88.1,84.43,71.54,81.36,Medium,Compliant,Bullish
2023-04-28,3,0.0109,1139409,3.12,15.77,136.05,82.54,74.41,81.3,79.42,Low,Compliant,Bullish
2023-04-28,4,0.0114,1067265,3.126,18.26,122.59,78.15,86.39,82.98,82.51,Low,Compliant,Bullish
2023-04-28,5,0.0109,1161045,2.632,15.83,129.31,93.6,72.88,80.16,82.21,Low,Compliant,Bullish
2023-04-28,6,0.0132,1007261,2.649,15.72,118.61,89.14,81.55,68.83,79.84,High,Under Review,Neutral
2023-04-28,7,0.0116,1035169,2.746,17.03,137.06,94.46,85.89,70.8,83.72,High,Compliant,Neutral
2023-04-28,8,0.0116,995178,2.754,16.66,137.17,85.37,73.62,85.99,81.66,Medium,Compliant,Neutral
